Restaurant_Name,City,Address,Locality,Locality Verbose,lon,lat,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
The Cake Bucks,New Delhi,"KP-09, Gopal Mandir Road, Near City Park Hotel, Pitampura, New Delhi",Pitampura,"Pitampura, New Delhi",77.1447393,28.7049788,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,85
Meraaki Kitchen,Jaipur,"27, Madrampura, Civil Lines Metro Station, Opposite To Pillar 88, Civil Lines, Jaipur",Civil Lines,"Civil Lines, Jaipur",75.78301314,26.91026177,1500,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,67
Dunkin' Donuts,Ghaziabad,"19 & 50, Level 2, Shipra Mall, Indirapuram, Ghaziabad","Shipra Mall, Indirapuram","Shipra Mall, Indirapuram, Ghaziabad",77.37019444,28.634175,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,252
Michael's Kitchen,Bhubaneshwar,"7798, Sainik School Road, Gajapati Nagar, Bhubaneswar, Gajapati Nagar, Bhubaneshwar",Gajapati Nagar,"Gajapati Nagar, Bhubaneshwar",85.83394811,20.31149633,850,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,118
Khan Foods,New Delhi,"G 3663/72, Netaji Subhash Marg, Near Golcha Cinema, Daryaganj, New Delhi",Daryaganj,"Daryaganj, New Delhi",77.24033283,28.6439042,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
The Godinho's,Gurgaon,"Sushant Lok, Gurgaon",Sushant Lok,"Sushant Lok, Gurgaon",0.0,0.0,600,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,23
Scorpio Cafe,New Delhi,"G-4, Durga Complex, Pocket B, Mayur Vihar Phase 2, New Delhi",Mayur Vihar Phase 2,"Mayur Vihar Phase 2, New Delhi",77.30121690000001,28.6196855,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,410
The Library - The Leela Palace,New Delhi,"The Leela Palace, Diplomatic Enclave, Chanakyapuri, New Delhi","The Leela Palace, Chanakyapuri","The Leela Palace, Chanakyapuri, New Delhi",77.1885648,28.5802165,3500,Indian Rupees(Rs.),No,No,No,No,4,3,Yellow,Good,59
Mahalaxmi Dairy & Sweets,New Delhi,"C-2/1, Madhu Vihar, Sai Chowk, IP Extension, New Delhi",IP Extension,"IP Extension, New Delhi",77.3039947,28.6348977,100,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,16
Vaishno Bhojanalaya,New Delhi,"168 A, Pocket E, LIG Flats, Opposite Pooja Park, , GTB Enclave, Dilshad Garden, New Delhi",Dilshad Garden,"Dilshad Garden, New Delhi",77.31081113,28.68710648,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Anchor Bar & Kitchen,Noida,"C-26/27, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32504863,28.57064084,1300,Indian Rupees(Rs.),Yes,No,No,No,3,2,Orange,Average,106
Domino's Pizza,Noida,"10, Block A-3, Sector 110, Noida",Sector 110,"Sector 110, Noida",77.38758132,28.53420826,700,Indian Rupees(Rs.),No,No,No,No,2,2,Red,Poor,84
Hangchuaa's Chinese Food Corner,New Delhi,"435, Leela Ram Market, Masjid Moth, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.21891731,28.56432472,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,20
Thai Moon Restaurant,Cedar Rapids/Iowa City,"4362 16th Ave SW, Cedar Rapids, IA 52404",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City",-91.7266,41.9639,10,Dollar($),No,No,No,No,1,4,Green,Very Good,220
Napoli Pizza,New Delhi,"Safdarjung Enclave, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.198835,28.560712,800,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,41
Nirula's Ice Cream,New Delhi,"10 ISC, A-Block Market, Preet Vihar, New Delhi",Preet Vihar,"Preet Vihar, New Delhi",77.2907956,28.6345502,250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,5
Grover Mithaivala,New Delhi,"A-4/43, Paschim Vihar, New Delhi",Paschim Vihar,"Paschim Vihar, New Delhi",77.1101679,28.670747600000002,100,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,46
Mom's Bake,New Delhi,"2/40/10, Main Sadar Bazaar Market, Delhi Cantt., New Delhi",Delhi Cantt.,"Delhi Cantt., New Delhi",77.12170769,28.59346375,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
RollsKing,New Delhi,"15, 2nd Floor, DLF Place Mall, Saket, New Delhi","DLF Place Mall, Saket","DLF Place Mall, Saket, New Delhi",77.21593738,28.52888088,400,Indian Rupees(Rs.),No,No,No,No,1,4,Green,Very Good,71
Delhi Foods,Noida,"F-3, 1st Floor, G Mart, Near Jaypee Hospital, Sector 128, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.3715165,28.516442200000004,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
The Grill,Athens,"171 College Ave, Athens, GA 30601",Athens,"Athens, Athens",-83.375523,33.958197999999996,10,Dollar($),No,No,No,No,1,3,Yellow,Good,289
Meï¿½ï¿½hur ï¿½_zï¿½_elik Aspava,Ankara,"Kï¿½_ï¿½_ï¿½_k Esat Mahallesi, Esat Caddesi, No 110/C, ï¿½ankaya, Ankara",Kï¿½_ï¿½_ï¿½_k Esat,"Kï¿½_ï¿½_ï¿½_k Esat, Ankara",32.86663333,39.90663611,40,Turkish Lira(TL),No,No,No,No,2,4,Dark Green,Excellent,109
Dunkin' Donuts,Gurgaon,"Ground Floor, ILD Trade Centre, Sohna Road, Gurgaon",Sohna Road,"Sohna Road, Gurgaon",77.0392204,28.4249125,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,138
Woodfire Grille,Dubuque,"301 Bell Street, Dubuque, IA 52001",Dubuque,"Dubuque, Dubuque",-90.658988,42.496378,70,Dollar($),No,No,No,No,4,3,Yellow,Good,72
Little Skillet,Gurgaon,"Shop 5, Sapphire complex, Sector 49, Near Sohna Road, Gurgaon",Sohna Road,"Sohna Road, Gurgaon",77.0489356,28.4120391,500,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,26
Bal Ji Rasoi,Gurgaon,"Near IndusInd Bank ATM, Main Madanpuri Road, Old Railway Road, Gurgaon",Old Railway Road,"Old Railway Road, Gurgaon",77.0179026,28.460487,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Speedy Chow,Noida,"C-25/9, Stellar IT Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.36245579999999,28.612790999999998,850,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,114
Thai Pavilion - Vivanta By Taj,Gurgaon,"Vivanta by Taj, Near HUDA City Center Metro Station, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon","Vivanta by Taj, Sector 44, Gurgaon, Gurgaon",77.0701624,28.455954300000002,4000,Indian Rupees(Rs.),Yes,No,No,No,4,4,Green,Very Good,219
The China Town,New Delhi,"F-117, Lado Sarai, Mehrauli, New Delhi",Mehrauli,"Mehrauli, New Delhi",77.19224399999999,28.525990999999998,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Nashta,Gurgaon,"Sector 53, Golf Course Road, Gurgaon",Golf Course Road,"Golf Course Road, Gurgaon",77.10256,28.441297,700,Indian Rupees(Rs.),No,No,No,No,2,3,Yellow,Good,224
Horn Please,New Delhi,"D 616, Hotel Royal Castle Grand, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",77.2564223,28.537497899999998,1000,Indian Rupees(Rs.),Yes,Yes,Yes,No,3,3,Orange,Average,70
Natraj Dahi Bhalle Wala,New Delhi,"1396, Main Road Near Central Bank, Opposite Paranthe Wali Gali, Chandni Chowk, New Delhi",Chandni Chowk,"Chandni Chowk, New Delhi",77.23050129999999,28.656199199999996,100,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,1487
Sufiyan Restaurant,New Delhi,"57/12, Main Road, Zakir Nagar, New Delhi",Zakir Nagar,"Zakir Nagar, New Delhi",77.27977898,28.56732117,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Mini Shop,New Delhi,"1, UB, Opposite KM College, Bunglow Road, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.2064283,28.6824755,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,49
Amritsari Dhaba,New Delhi,"Shop 1, Opposite Safdarjung Club, Behind Kamal Cinema, Safdarjung Enclave Market, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.199024,28.565358000000003,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,18
Swagath,New Delhi,"C-8, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2116173,28.5364058,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,168
Dunkin' Donuts,New Delhi,"S 36, Main Market, Green Park, New Delhi",Green Park,"Green Park, New Delhi",77.20218440000001,28.555867699999997,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,431
Ajeet Fast Food Corner,New Delhi,"D-85, Tagore Garden Extension, New Delhi, Tagore Garden, New Delhi",Tagore Garden,"Tagore Garden, New Delhi",77.11240550000001,28.6499613,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Pantry d'or,Chennai,"21/11, J Block, 6th Avenue Main Road, Anna Nagar East, Chennai",Anna Nagar East,"Anna Nagar East, Chennai",80.2191037,13.0918088,750,Indian Rupees(Rs.),Yes,Yes,No,No,2,4,Green,Very Good,1504
Dawat,New Delhi,"70, Khanna Market, Lodhi Colony, New Delhi",Lodhi Colony,"Lodhi Colony, New Delhi",77.2205314,28.5838333,450,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,49
Chip N Dale,New Delhi,"165, LGF, Humayupur, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.19272362,28.56177812,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Cigar Lounge - The Oberoi,Gurgaon,"The Oberoi, 443, Phase 5, Udyog Vihar, Gurgaon","The Oberoi, Udyog Vihar","The Oberoi, Udyog Vihar, Gurgaon",77.0867995,28.5022869,3000,Indian Rupees(Rs.),No,No,No,No,4,3,Orange,Average,17
Cake Point,Gurgaon,"S-27/9 H, DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.10383890000001,28.487654,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,35
Bon Barbecue,Agra,"Parador Hotel, 3A-3B, Phase 1, Fatehabad Road, Taj Nagri, Tajganj, Agra",Tajganj,"Tajganj, Agra",0.0,0.0,1500,Indian Rupees(Rs.),No,No,No,No,4,3,Yellow,Good,57
Puran Dhaba,New Delhi,"Shop J-11/11, Sanjay Market, Opposite Nimri Colony, Ashok Vihar Phase 4, Near Ashok Vihar Phase 1, New Delhi",Ashok Vihar Phase 1,"Ashok Vihar Phase 1, New Delhi",77.1724663,28.680298600000004,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Bake N Shake,Bhopal,"Bhadbhada Road, Near Rang Mahal Talkies, TT Nagar, Bhopal",TT Nagar,"TT Nagar, Bhopal",77.398886,23.235123,500,Indian Rupees(Rs.),No,No,No,No,2,4,Green,Very Good,120
Swagath,New Delhi,"M-9, M Block Market, Greater Kailash (GK) 2, New Delhi",Greater Kailash (GK) 2,"Greater Kailash (GK) 2, New Delhi",77.243348,28.534019699999998,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,198
Aggarwal Sweets,New Delhi,"Main Market, Ghitorni, MG Road, New Delhi",MG Road,"MG Road, New Delhi",77.14595770000001,28.493198,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Cafe Hot Pot,Noida,"Near Amrapali Zodiac Market, Sector 72, Noida",Sector 72,"Sector 72, Noida",77.39927759999999,28.585279999999997,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
La Pino'z Pizza,Ahmedabad,"Shop 10,  Circle B, Nyay Marg, Bodakdev, Ahmedabad",Bodakdev,"Bodakdev, Ahmedabad",72.5124872,23.038231399999997,500,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,113
Gupta Ji Ka Dhaba,New Delhi,"D 42, Mohan Singh Market, Sector 6, R K Puram, New Delhi",R K Puram,"R K Puram, New Delhi",77.17624029999999,28.5659833,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Great Plates By AJ,New Delhi,"G-1-4, DLF Galleria Mall, District Centre, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2964127,28.5921814,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3,Orange,Average,77
Chinese By Nature,Noida,"GDA Market, Near HDFC Bank",Sector 110,"Sector 110, Noida",77.38746263,28.53393492,400,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,19
Clove - The Galgotias,Gurgaon,"The Galgotias Hotel, 4, Sector 23 A, Sector 23, Gurgaon","The Galgotias, Sector 23","The Galgotias, Sector 23, Gurgaon",77.0529662,28.504749100000005,1500,Indian Rupees(Rs.),Yes,No,No,No,3,2,Orange,Average,19
Khan Chacha,New Delhi,"FC 15, Level 2, Worldmark 1, Near Aerocity Metro Station, Aerocity, New Delhi","Worldmark 1, Aerocity","Worldmark 1, Aerocity, New Delhi",77.12179529,28.5503472,650,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
Nobu - One&Only,Cape Town,"One & Only Hotel, Dock Road, V & A Waterfront, Cape Town","One and Only Hotel, V & A Waterfront","One and Only Hotel, V & A Waterfront, Cape Town",18.416435,-33.908603,535,Rand(R),Yes,No,No,No,4,4,Green,Very Good,110
Cakes 'n' Crumbs,New Delhi,"Block A-2, Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.08712729999999,28.633156800000002,400,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,70
Crudo Juicery,Gurgaon,"DLF Phase 3, Gurgaon",DLF Phase 3,"DLF Phase 3, Gurgaon",77.10491540000001,28.487149900000002,400,Indian Rupees(Rs.),No,Yes,No,No,1,4,Green,Very Good,33
Pandit Ji Ka Dhaba,New Delhi,"Main Market, Near Hanuman Mandir, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.1622219,28.703136699999998,150,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,6
Subway,New Delhi,"Main Road, Near PVR, Vikaspuri, New Delhi",Vikaspuri,"Vikaspuri, New Delhi",77.07519649999999,28.63885695,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,28
Blue Water Grille,New Delhi,"12-13, DDA Market, West Punjabi Bagh, Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.12141566,28.66572954,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,180
Haldiram Bhujiawala,New Delhi,"A-94/5, Industrial Area, Wazirpur, New Delhi",Wazirpur,"Wazirpur, New Delhi",77.15861009999999,28.700319800000003,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,35
Paranthas 21,New Delhi,"Food Court, Second Floor, Moments Mall, Kirti Nagar, New Delhi","Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",77.14687140000001,28.656851899999996,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,28
Jai Maa Shaarde Samose Wala,New Delhi,"G 2 Sarita Vihar, Anand Vihar, New Delhi",Anand Vihar,"Anand Vihar, New Delhi",77.3171146,28.660359399999997,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Chicago Pizza,New Delhi,"2nd Floor, Food Court, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden","Pacific Mall, Tagore Garden, New Delhi",77.1064258,28.6426643,800,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,69
Life Grand Cafe,Pretoria,"The Club Centre, Corner of Pinaster Avenue & 18th Street, Hazelwood, Near, Waterkloof, Pretoria","The Club Centre, Hazelwood, Near Waterkloof","The Club Centre, Hazelwood, Near Waterkloof, Pretoria",28.256921999999996,-25.777898,400,Rand(R),No,No,No,No,4,4,Green,Very Good,232
Taco Bus,Tampa Bay,"913 E Hillsborough Ave, Tampa, FL 33604",Seminole Heights,"Seminole Heights, Tampa Bay",-82.44989699999999,27.995964,10,Dollar($),No,No,No,No,1,4,Dark Green,Excellent,1868
Monkeypod Kitchen by Merriman,Rest of Hawaii,"10 Wailea Gateway Place, Unit B-201 Kihei, Hawaii, HI 96753",Kihei,"Kihei, Rest of Hawaii",-156.4309473,20.688374600000003,40,Dollar($),No,No,No,No,3,4,Green,Very Good,485
Evergreen Sweets Corner,New Delhi,"A-650, New Ashok Nagar, Near Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.3122802,28.594681400000002,100,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,8
Maggiano's Little Italy,Orlando,"9101 International Drive,Orlando, FL 32819",I-Drive/Universal,"I-Drive/Universal, Orlando",-81.471447,28.433234999999996,50,Dollar($),No,No,No,No,4,4,Green,Very Good,886
Jai Jagannath Hotel,Faridabad,"E 51, Shiv Durga Vihar, Dayal Bagh, Faridabad",Dayal Bagh,"Dayal Bagh, Faridabad",77.29431899999999,28.4937692,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Cafe Coffee Day - The Lounge,New Delhi,"E-29, Main Market, Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.20768740000001,28.5510835,750,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,76
Taj Sweets,New Delhi,"28, DDA Market, Vasundhara Enclave, New Delhi",Vasundhara Enclave,"Vasundhara Enclave, New Delhi",77.3226158,28.601141700000003,100,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,16
Baker's Stop,New Delhi,"A-353, Near Malwa Taxi Stand Crossing, Derawal Nagar, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.1887297,28.700395299999997,350,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,170
Cake Point,Gurgaon,"Village Wazirabad, Near Lakshay Tent House Sector 52, South City 2, Gurgaon",South City 2,"South City 2, Gurgaon",77.0832002,28.4307097,600,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,7
Raju Fast Food,New Delhi,"Peer Baba Chowk, Shiv Ram Park, Opposite Chitra Palace, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi",77.06034612,28.66742137,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Lasha Chinese Food,New Delhi,"Shop 69, Indra Vihar, Opposite Girls Hostel, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi",77.2122224,28.7066288,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
Burnt Toast Cafe,Dubuque,"1220 Iowa St, Dubuque, IA 52001",Dubuque,"Dubuque, Dubuque",-90.667668,42.504759,10,Dollar($),No,No,No,No,1,3,Orange,Average,33
